,y_test,y_pred
0,1,0.9999992183082701
1,1,0.859337124880538
2,1,0.4734788059321423
3,0,0.5628481376870264
4,0,0.09631826311065182
5,1,0.879213565679405
6,1,0.6677157942625509
7,0,0.7306397872468494
8,1,0.49198250616756706
9,1,0.8966353926369159
10,0,0.12343834891608556
11,0,0.6988288090257105
12,0,0.08951826562000684
13,1,0.2715219070973769
14,1,0.5
15,1,0.5776713183525185
16,0,0.28201689804249797
17,0,0.05388880804850343
18,1,0.8845535986163211
19,0,0.005320058660140032
20,0,0.07146595697363924
21,0,0.32350475641962845
22,0,0.10309495363903785
23,1,0.20432130823717046
24,0,0.7099616387341554
25,0,0.8800027602446047
26,0,0.8067100024247127
27,0,0.0959708717215809
28,1,0.6244700631883642
29,0,0.20911773481906962
30,1,0.7679252007702907
31,1,0.8831410851640186
32,1,0.6331194348358635
33,0,0.19262368013639355
34,0,0.05299224984533666
35,0,0.135149538063855
36,1,0.7674008843940404
37,1,0.7034774502197354
38,0,0.8919980474368662
39,1,0.8199347651390753
40,0,0.06180934244479506
41,1,0.4326406817576793
42,1,0.23360521116852606
43,1,0.7921975194549753
44,0,0.6952740126333402
45,0,0.16135692778817975
46,0,0.1483212456969662
47,1,0.4565297388912281
48,1,0.44949587112602785
49,0,0.09237127061657865
50,1,0.4582352100303651
51,1,0.8072665914207663
52,0,0.5861591826852458
53,1,0.5313597556792038
54,0,0.12821050696254224
55,1,0.982375088441015
56,0,0.05828539345784583
57,1,0.2024836350755608
58,1,0.8133442438315491
59,1,0.7684040539646176
60,0,0.7280797673687117
61,0,0.08557032156343203
62,0,0.41240508377734186
63,0,0.23310537021817365
64,1,0.17300680605287216
65,0,0.25270744172697623
66,0,0.7939209861841181
67,0,0.34002746769080566
68,0,0.81475480083904
69,1,0.6618474571302079
70,0,0.052288379333377835
71,0,0.12326313384137061
72,0,0.12215512163771546
73,1,0.6376892146680638
74,0,0.17643416489926247
75,0,0.30188261556303037
76,0,0.12574830189380204
77,1,0.7401181764507638
78,0,0.7013269080976593
79,1,0.861775393662392
80,1,0.7347494083060778
81,1,0.8786883833853102
82,1,0.8029404280860863
83,1,0.9111468923513522
84,1,0.8401375841622464
85,0,0.7553133904252188
86,1,0.7920742604729849
87,1,0.5230114613645526
88,0,0.15859491645004956
89,0,0.1892270944323319
90,0,0.4939835731286671
91,0,0.13038867611441896
92,0,0.14114106030994475
93,1,0.6104005030866392
94,0,0.12222750867853956
95,0,0.08148644199070894
96,0,0.09217165658775767
97,1,0.1290644405453995
98,1,0.6823407753218456
99,0,0.24064220648405343
100,0,0.11541514398858643
101,1,0.713674041332141
102,0,0.31256653233400583
103,1,0.9184666697873765
104,1,0.9122392528219686
105,0,0.28930959242371407
106,0,0.7480623716459042
107,0,0.08903916758920005
108,1,0.8551971791619265
109,1,0.6295427842387142
110,0,0.13188633772117417
111,0,0.4868738492819084
112,0,0.417745720820985
113,1,0.46430325313020554
114,0,0.1805438788220266
115,0,0.13030406674737272
116,0,0.46315043461121125
117,1,0.7949548657161457
118,0,0.1276742458356773
119,0,0.1395326634866868
120,0,0.0961078494600661
121,0,0.7904359834390486
122,1,0.3398095852240829
123,0,0.29294018031476843
124,0,0.8730914885132036
125,1,0.8447097503525596
126,0,0.1267279902400088
127,1,0.5085336185346927
128,0,0.07734947468257808
129,1,0.2757255842715501
130,0,0.2873289171825326
131,0,0.0867096134299177
132,1,0.820149470195221
133,0,0.5510610068546647
134,1,0.713015691114288
135,1,0.5089613179744888
136,0,0.4053401967840881
137,0,0.08189698924775224
138,1,0.14118526545133275
139,0,0.19476355037278967
140,0,0.10965395333232716
141,1,0.8429768250435263
142,1,0.4136285953642203
143,1,0.8384928154655638
144,0,0.08674206512483905
145,1,0.03868327943985409
146,0,0.018883733044903015
147,0,0.09744275078142206
148,0,0.08744792615377887
149,0,0.12130096419951379
150,1,0.6853361169636051
151,0,0.8015346955353342
152,1,0.9963698327110259
153,0,0.20732761211207495
154,0,0.39287508200756777
155,1,0.4507018950830706
156,1,0.8587897050289721
157,0,0.11585726575157772
158,0,0.4212574418155234
159,0,0.11573971650631885
160,1,0.9727779535996471
161,0,0.1415373214408061
162,1,0.7536060045474995
163,0,0.7405092961659976
164,0,0.13186714668965804
165,0,0.13990951189702824
166,1,0.6168250291146442
167,0,0.2720984641533151
168,0,0.2280712030595537
169,1,0.9612111774047919
170,0,0.5167207054608198
171,0,0.3061372613852493
172,1,0.7913748701525306
173,0,0.11759112232466101
174,0,0.09029549915174001
175,0,0.21252827514305173
176,0,0.08392394761706015
177,0,0.1492533060015276
178,1,0.9809331745298036
179,0,0.1902233026806755
180,0,0.26902182484349774
181,0,0.12227736913541101
182,1,0.8171565455832013
183,1,0.7700365497365369
184,1,0.7125716018783218
185,1,0.5209262849704877
186,0,0.42763347900252346
187,0,0.015730919543877234
188,0,0.09493821559096145
189,0,0.10144304372625439
190,1,0.7893943572909735
191,0,0.726799219993216
192,1,0.8297790041449159
193,0,0.11951367093471463
194,1,0.9557806277223498
195,0,0.15315800158930773
196,0,0.06067473344656839
197,0,0.12001760680326101
198,1,0.7788940413450711
199,0,0.5401094956791208
200,0,0.07349804496008619
201,0,0.044131617229392156
202,1,0.14303121348842152
203,1,0.20118568075293167
204,0,0.2157640214584775
205,0,0.06050442666590194
206,1,0.8224393185017261
207,0,0.09939070433038344
208,0,0.033350901237897045
209,1,0.808583395367273
210,0,0.11971596019199869
211,1,0.6917761180785514
212,0,0.7386576051387078
213,0,0.06112097703384805
214,0,0.33249053031606784
215,0,0.14750457243041698
216,1,0.6614866458979182
217,0,0.29872223193435465
218,0,0.0850814548221286
219,1,0.7563719555866212
220,1,0.7871156496229109
221,0,0.6849886081371072
222,0,0.6018286328960141
223,0,0.31781504022118634
224,1,0.8190382314250095
225,1,0.8193746117221116
226,1,0.713955588883947
227,0,0.03510724906170576
228,1,0.865466726824196
229,0,0.10057936041182905
230,0,0.1245249375733435
231,0,0.6004714718792716
232,1,0.17715194869277306
233,1,0.8891976470950786
234,1,0.23721343277357246
235,0,0.09381661547189903
236,0,0.1019804279072778
237,0,0.18993633184441142
238,1,0.9845965393714021
239,0,0.15724769153334933
240,1,0.18516536867401062
241,0,0.06388876947312548
242,0,0.5474243020681966
243,0,0.17542775494662757
244,0,0.16168811108011807
245,1,0.6547992043535036
246,0,0.2502188842216515
247,1,0.8904538153902329
248,0,0.10609920890012904
249,1,0.2758451720545911
250,0,0.3020256749813821
251,0,0.4503764285467453
252,0,0.42433936010678386
253,0,0.19218792423292777
254,1,0.8969877134808216
255,1,0.9172307890071069
256,1,0.2573980955522885
257,1,0.7830715555177052
258,1,0.30634109321698155
259,1,0.5105402905147418
260,0,0.08923648138560615
261,0,0.8263897521928758
262,0,0.09929075960428818
263,0,0.07639402408361286
264,1,0.8275577335481916
265,0,0.43807072573318434
266,1,0.865382361744456
267,1,0.7076411284979885
268,0,0.5203788504122334
269,1,0.6345440878238074
270,0,0.20131233673782964
271,0,0.7702174719362229
272,0,0.10646329455657952
273,0,0.030119260760868467
274,1,0.6414597993015951
275,1,0.3515019697015052
276,0,0.16767691189671802
277,1,0.8514192176536031
278,0,0.09662684398085686
279,1,0.8502029752124927
280,0,0.8244650826973018
281,1,0.1703824923582614
282,0,0.09732674405729769
283,0,0.14464199371951042
284,1,0.8250144367499207
285,0,0.2914951855614849
286,0,0.08390583345354809
287,0,0.6571189237610382
288,0,0.750461264201931
289,0,0.2923523151782243
290,0,0.6389879493838169
291,1,0.2726075325120564
292,0,0.06611177938598695
293,0,0.1364266326320567
294,0,0.09831518817156953
295,1,0.7070425229640809
296,0,0.12082036316298203
297,1,0.6690059759212417
298,0,0.0980972460594881
